data,temperatura,quantidade_vendida
2023-04-18,36.4,16
2023-04-18,34.2,19
2023-04-18,25.0,10
2023-04-18,36.7,23
2023-04-18,33.1,20
2023-04-18,36.8,23
2023-04-19,31.5,19
2023-04-19,27.5,7
2023-04-19,31.9,21
2023-04-19,36.2,19
2023-04-19,30.3,1
2023-04-19,21.7,7
2023-04-19,29.8,14
2023-04-19,33.8,25
2023-04-19,26.7,10
2023-04-19,27.7,8
2023-04-20,20.6,7
2023-04-20,39.3,19
2023-04-20,25.3,6
2023-04-20,25.6,9
2023-04-20,24.6,9
2023-04-20,34.0,21
2023-04-20,33.2,16
2023-04-20,20.3,4
2023-04-20,28.3,24
2023-04-20,30.3,18
2023-04-21,21.5,7
2023-04-21,20.6,18
2023-04-21,34.3,21
2023-04-21,33.9,19
2023-04-21,21.3,0
2023-04-21,27.3,18
2023-04-21,34.6,17
2023-04-21,39.8,23
2023-04-21,34.7,17
2023-04-21,33.0,15
2023-04-22,32.0,15
2023-04-22,21.8,2
2023-04-22,25.9,13
2023-04-22,32.7,22
2023-04-22,33.0,32
2023-04-22,35.1,27
2023-04-22,39.5,24
2023-04-22,36.1,16
2023-04-22,39.4,22
2023-04-22,34.8,21
2023-04-23,36.2,15
2023-04-23,34.1,20
2023-04-23,37.6,24
2023-04-23,29.1,20
2023-04-23,37.4,24
2023-04-23,22.8,7
2023-04-23,28.2,14
2023-04-23,31.2,22
2023-04-23,25.6,0
2023-04-23,39.1,30
2023-04-24,22.6,0
2023-04-24,30.2,14
2023-04-24,37.9,19
2023-04-24,21.0,0
2023-04-24,32.8,22
2023-04-24,32.0,16
2023-04-24,35.1,15
2023-04-24,34.9,17
2023-04-24,25.0,9
2023-04-24,36.0,20
2023-04-25,24.4,6
2023-04-25,27.0,10
2023-04-25,25.3,14
2023-04-25,31.4,24
2023-04-25,23.5,11
2023-04-25,21.4,6
2023-04-25,39.6,26
2023-04-25,24.2,13
2023-04-25,24.9,6
2023-04-25,31.2,17
2023-04-26,32.7,20
2023-04-26,37.2,24
2023-04-26,23.4,5
2023-04-26,29.5,15
2023-04-26,38.1,23
2023-04-26,24.5,7
2023-04-26,38.3,20
2023-04-26,25.8,21
2023-04-26,28.4,7
2023-04-26,30.0,18
2023-04-27,33.3,19
2023-04-27,22.5,2
2023-04-27,36.5,15
2023-04-27,38.0,25
2023-04-27,34.7,14
2023-04-27,39.4,18
2023-04-27,36.8,30
2023-04-27,21.2,5
2023-04-27,35.2,24
2023-04-27,31.1,13
2023-04-28,21.5,6
2023-04-28,25.4,3
2023-04-28,34.3,17
2023-04-28,36.2,26
2023-04-28,34.3,15
2023-04-28,26.7,6
2023-04-28,28.1,5
2023-04-28,30.5,16
2023-04-28,35.4,14
2023-04-28,36.1,22
2023-04-29,22.5,7
2023-04-29,22.8,3
2023-04-29,28.7,17
2023-04-29,33.0,18
2023-04-29,38.7,19
2023-04-29,32.0,20
2023-04-29,34.9,14
2023-04-29,27.2,2
2023-04-29,38.1,26
2023-04-29,32.4,19
2023-04-30,25.9,5
2023-04-30,35.8,15
2023-04-30,31.2,22
2023-04-30,31.1,8
2023-04-30,20.7,6
2023-04-30,31.5,17
2023-04-30,33.5,15
2023-04-30,30.5,21
2023-04-30,21.4,3
2023-04-30,33.8,17
2023-05-01,23.5,0
2023-05-01,37.6,20
2023-05-01,25.9,8
2023-05-01,28.1,7
2023-05-01,28.4,14
2023-05-01,37.8,20
2023-05-01,35.6,21
2023-05-01,26.1,7
2023-05-01,37.8,26
2023-05-01,38.0,15
2023-05-02,33.0,10
2023-05-02,22.8,15
2023-05-02,31.5,11
2023-05-02,24.3,1
2023-05-02,39.9,22
2023-05-02,30.0,19
2023-05-02,30.9,15
2023-05-02,33.1,18
2023-05-02,33.2,13
2023-05-02,20.8,9
2023-05-03,31.4,13
2023-05-03,20.7,0
2023-05-03,23.7,9
2023-05-03,29.0,20
2023-05-03,30.3,20
2023-05-03,28.6,11
2023-05-03,27.3,14
2023-05-03,34.7,22
2023-05-03,36.6,21
2023-05-03,20.9,0
2023-05-04,31.0,12
2023-05-04,34.4,20
2023-05-04,39.7,24
2023-05-04,28.3,15
2023-05-04,31.6,18
2023-05-04,38.9,33
2023-05-04,30.0,8
2023-05-04,38.5,33
2023-05-04,27.0,12
2023-05-04,23.5,15
2023-05-05,23.4,3
2023-05-05,31.7,19
2023-05-05,33.0,17
2023-05-05,23.9,0
2023-05-05,20.3,6
2023-05-05,37.3,14
2023-05-05,30.5,17
2023-05-05,38.8,26
2023-05-05,22.3,0
2023-05-05,21.7,0
2023-05-06,37.7,24
2023-05-06,21.6,8
2023-05-06,22.7,4
2023-05-06,24.2,10
2023-05-06,33.2,20
2023-05-06,36.4,26
2023-05-06,37.1,29
2023-05-06,26.4,13
2023-05-06,38.7,21
2023-05-06,31.6,22
2023-05-07,24.3,0
2023-05-07,20.9,7
2023-05-07,37.0,25
2023-05-07,36.8,15
2023-05-07,22.7,9
2023-05-07,33.0,12
2023-05-07,36.6,22
2023-05-07,36.4,23
2023-05-07,24.8,19
2023-05-07,38.5,23
2023-05-08,39.7,22
2023-05-08,36.4,25
2023-05-08,33.0,18
2023-05-08,30.9,15
2023-05-08,29.2,23
2023-05-08,30.7,15
2023-05-08,23.7,8
2023-05-08,27.5,6
2023-05-08,25.6,13
2023-05-08,38.1,23
2023-05-09,26.8,5
2023-05-09,25.9,0
2023-05-09,32.1,17
2023-05-09,26.5,15
2023-05-09,35.9,33
2023-05-09,38.7,17
2023-05-09,37.4,21
2023-05-09,24.3,7
2023-05-09,24.2,5
2023-05-09,27.0,11
2023-05-10,36.7,22
2023-05-10,23.5,8
2023-05-10,31.9,15
2023-05-10,39.3,29
2023-05-10,34.0,19
2023-05-10,36.3,18
2023-05-10,28.6,9
2023-05-10,39.8,23
2023-05-10,25.3,19
2023-05-10,22.7,6
2023-05-11,30.3,14
2023-05-11,26.9,10
2023-05-11,24.6,14
2023-05-11,28.9,11
2023-05-11,31.1,25
2023-05-11,25.4,10
2023-05-11,35.7,12
2023-05-11,33.2,20
2023-05-11,22.4,16
2023-05-11,36.1,15
2023-05-12,21.3,11
2023-05-12,33.9,29
2023-05-12,24.6,5
2023-05-12,27.4,14
2023-05-12,32.4,16
2023-05-12,36.8,30
2023-05-12,20.2,8
2023-05-12,33.7,14
2023-05-12,26.0,19
2023-05-12,21.3,6
2023-05-13,31.9,15
2023-05-13,23.0,1
2023-05-13,23.3,10
2023-05-13,36.5,20
2023-05-13,24.0,0
2023-05-13,38.8,23
2023-05-13,35.8,24
2023-05-13,38.5,20
2023-05-13,29.5,16
2023-05-13,38.1,30
2023-05-14,35.0,24
2023-05-14,36.9,16
2023-05-14,25.3,5
2023-05-14,27.9,5
2023-05-14,38.7,27
2023-05-14,30.5,10
2023-05-14,25.0,7
2023-05-14,36.3,21
2023-05-14,22.3,7
2023-05-14,35.9,12
2023-05-15,27.6,5
2023-05-15,28.1,16
2023-05-15,21.9,9
2023-05-15,25.2,7
2023-05-15,27.0,9
2023-05-15,32.3,14
2023-05-15,23.4,10
2023-05-15,26.6,11
2023-05-15,28.3,16
2023-05-15,36.2,28
2023-05-16,36.6,20
2023-05-16,38.9,19
2023-05-16,27.0,6
2023-05-16,31.8,15
2023-05-16,25.9,15
2023-05-16,36.4,21
2023-05-16,20.7,6
2023-05-16,26.8,12
2023-05-16,37.9,19
2023-05-16,20.7,0
2023-05-17,28.6,16
2023-05-17,29.4,9
2023-05-17,20.8,1
2023-05-17,23.0,0
2023-05-17,32.3,14
2023-05-17,26.1,11
2023-05-17,39.5,23
2023-05-17,21.1,9
2023-05-17,35.2,20
2023-05-17,29.3,15
2023-05-18,20.0,7
2023-05-18,20.6,9
2023-05-18,39.4,26
2023-05-18,27.4,12
2023-05-18,32.3,32
2023-05-18,22.4,7
2023-05-18,26.2,5
2023-05-18,22.6,7
2023-05-18,24.1,13
2023-05-18,29.6,12
2023-05-19,39.6,28
2023-05-19,23.2,15
2023-05-19,22.2,8
2023-05-19,26.0,2
2023-05-19,24.7,5
2023-05-19,30.1,12
2023-05-19,23.5,4
2023-05-19,25.2,10
2023-05-19,20.5,6
2023-05-19,35.5,18
2023-05-20,36.8,30
2023-05-20,21.0,5
2023-05-20,24.9,5
2023-05-20,36.3,15
2023-05-20,39.0,22
2023-05-20,31.9,22
2023-05-20,31.4,13
2023-05-20,37.3,24
2023-05-20,27.4,0
2023-05-20,33.6,13
2023-05-21,33.9,14
2023-05-21,25.4,12
2023-05-21,36.7,22
2023-05-21,29.2,15
2023-05-21,31.7,14
2023-05-21,23.5,8
2023-05-21,31.4,13
2023-05-21,36.9,22
2023-05-21,26.9,11
2023-05-21,37.7,22
2023-05-22,27.8,5
2023-05-22,37.7,22
2023-05-22,27.9,15
2023-05-22,39.1,23
2023-05-22,20.9,5
2023-05-22,30.3,16
2023-05-22,30.0,16
2023-05-22,34.0,25
2023-05-22,31.0,22
2023-05-22,31.1,26
2023-05-23,26.5,7
2023-05-23,36.0,25
2023-05-23,37.4,24
2023-05-23,21.6,4
2023-05-23,29.5,10
2023-05-23,20.6,15
2023-05-23,39.8,22
2023-05-23,29.9,16
2023-05-23,39.0,22
2023-05-23,22.3,9
2023-05-24,20.8,11
2023-05-24,29.7,13
2023-05-24,26.5,12
2023-05-24,33.2,9
2023-05-24,26.5,8
2023-05-24,22.7,4
2023-05-24,20.7,6
2023-05-24,26.8,22
2023-05-24,33.1,14
2023-05-24,21.5,8
2023-05-25,35.6,23
2023-05-25,36.8,22
2023-05-25,20.7,9
2023-05-25,31.3,15
2023-05-25,32.4,8
2023-05-25,38.3,32
2023-05-25,26.8,19
2023-05-25,32.4,13
2023-05-25,31.1,17
2023-05-25,27.6,12
2023-05-26,36.8,25
2023-05-26,33.7,9
2023-05-26,23.6,3
2023-05-26,27.5,10
2023-05-26,29.7,17
2023-05-26,23.3,10
2023-05-26,26.4,13
2023-05-26,31.1,14
2023-05-26,38.6,24
2023-05-26,33.5,21
2023-05-27,25.0,7
2023-05-27,31.2,21
2023-05-27,31.3,11
2023-05-27,32.7,17
2023-05-27,34.7,18
2023-05-27,25.9,14
2023-05-27,32.5,20
2023-05-27,29.1,21
2023-05-27,20.3,5
2023-05-27,37.9,20
2023-05-28,32.7,15
2023-05-28,23.4,2
2023-05-28,33.4,20
2023-05-28,26.1,6
2023-05-28,25.7,4
2023-05-28,38.4,24
2023-05-28,29.9,20
2023-05-28,24.0,5
2023-05-28,23.2,10
2023-05-28,20.6,5
2023-05-29,34.9,16
2023-05-29,33.2,16
2023-05-29,34.7,22
2023-05-29,35.3,13
2023-05-29,25.1,9
2023-05-29,30.7,16
2023-05-29,27.3,10
2023-05-29,26.4,13
2023-05-29,26.1,18
2023-05-29,28.8,16
2023-05-30,32.7,13
2023-05-30,38.7,35
2023-05-30,35.5,19
2023-05-30,38.9,22
2023-05-30,37.8,30
2023-05-30,26.2,12
2023-05-30,27.9,14
2023-05-30,23.2,14
2023-05-30,22.6,6
2023-05-30,28.3,11
2023-05-31,24.7,9
2023-05-31,21.3,1
2023-05-31,26.9,10
2023-05-31,39.1,29
2023-05-31,22.7,9
2023-05-31,33.5,21
2023-05-31,39.2,19
2023-05-31,22.8,11
2023-05-31,34.8,18
2023-05-31,25.4,7
2023-06-01,37.4,17
2023-06-01,32.8,16
2023-06-01,25.1,14
2023-06-01,26.0,8
2023-06-01,24.2,10
2023-06-01,23.3,17
2023-06-01,28.8,15
2023-06-01,30.4,11
2023-06-01,25.2,14
2023-06-01,24.0,7
2023-06-02,36.5,16
2023-06-02,30.5,17
2023-06-02,20.7,17
2023-06-02,31.8,16
2023-06-02,34.4,21
2023-06-02,34.0,17
2023-06-02,31.1,7
2023-06-02,36.6,26
2023-06-02,34.9,20
2023-06-02,29.4,18
2023-06-03,24.9,3
2023-06-03,20.0,0
2023-06-03,30.9,21
2023-06-03,22.7,0
2023-06-03,28.7,8
2023-06-03,22.9,9
2023-06-03,32.4,14
2023-06-03,34.1,7
2023-06-03,24.8,10
2023-06-03,28.2,21
2023-06-04,34.7,13
2023-06-04,26.3,7
2023-06-04,24.9,12
2023-06-04,28.0,20
2023-06-04,38.8,20
2023-06-04,36.4,24
2023-06-04,20.6,10
2023-06-04,28.0,13
2023-06-04,24.2,6
2023-06-04,37.1,21
2023-06-05,26.3,14
2023-06-05,27.3,10
2023-06-05,20.8,6
2023-06-05,24.0,1
2023-06-05,24.9,12
2023-06-05,31.0,6
2023-06-05,36.6,27
2023-06-05,35.0,18
2023-06-05,32.9,29
2023-06-05,24.7,16
2023-06-06,28.1,24
2023-06-06,27.0,17
2023-06-06,23.5,22
2023-06-06,35.8,18
2023-06-06,38.2,22
2023-06-06,39.2,15
2023-06-06,34.5,21
2023-06-06,31.9,17
2023-06-06,34.4,25
2023-06-06,27.3,14
2023-06-07,21.3,12
2023-06-07,30.0,8
2023-06-07,21.1,10
2023-06-07,38.9,30
2023-06-07,27.3,6
2023-06-07,36.5,16
2023-06-07,35.8,13
2023-06-07,22.3,3
2023-06-07,39.5,33
2023-06-07,35.7,26
2023-06-08,25.9,14
2023-06-08,30.5,10
2023-06-08,31.2,18
2023-06-08,23.0,10
2023-06-08,23.6,11
2023-06-08,35.8,14
2023-06-08,25.1,14
2023-06-08,34.1,28
2023-06-08,23.8,13
2023-06-08,36.6,28
2023-06-09,34.4,20
2023-06-09,31.4,21
2023-06-09,25.8,8
2023-06-09,32.7,20
2023-06-09,25.3,19
2023-06-09,31.2,14
2023-06-09,27.9,10
2023-06-09,31.0,12
2023-06-09,20.6,9
2023-06-09,23.4,8
2023-06-10,29.3,23
2023-06-10,27.5,8
2023-06-10,36.6,10
2023-06-10,31.6,17
2023-06-10,33.2,22
2023-06-10,35.2,20
2023-06-10,39.6,23
2023-06-10,39.1,16
2023-06-10,26.0,12
2023-06-10,27.6,10
2023-06-11,27.7,13
2023-06-11,36.3,23
2023-06-11,25.9,11
2023-06-11,32.4,20
2023-06-11,37.3,11
2023-06-11,36.1,17
2023-06-11,31.8,22
2023-06-11,22.1,6
2023-06-11,31.2,17
2023-06-11,37.2,15
2023-06-12,28.9,14
2023-06-12,34.0,12
2023-06-12,26.5,0
2023-06-12,22.2,12
2023-06-12,39.6,19
2023-06-12,34.8,26
2023-06-12,38.6,27
2023-06-12,38.3,23
2023-06-12,28.0,10
2023-06-12,31.8,16
2023-06-13,23.0,12
2023-06-13,22.6,15
2023-06-13,36.1,21
2023-06-13,24.0,11
2023-06-13,28.9,12
2023-06-13,24.4,11
2023-06-13,21.3,1
2023-06-13,21.1,15
2023-06-13,31.2,12
2023-06-13,29.8,19
2023-06-14,30.0,19
2023-06-14,27.0,15
2023-06-14,28.9,10
2023-06-14,37.7,27
2023-06-14,37.2,34
2023-06-14,33.5,27
2023-06-14,31.1,19
2023-06-14,32.4,7
2023-06-14,22.9,11
2023-06-14,22.4,5
2023-06-15,27.0,14
2023-06-15,33.5,25
2023-06-15,37.0,25
2023-06-15,37.3,23
2023-06-15,29.6,17
2023-06-15,32.2,15
2023-06-15,35.5,16
2023-06-15,39.4,19
2023-06-15,38.2,20
2023-06-15,30.3,12
2023-06-16,22.8,0
2023-06-16,23.5,8
2023-06-16,29.1,22
2023-06-16,21.8,3
2023-06-16,31.7,14
2023-06-16,31.3,16
2023-06-16,35.1,10
2023-06-16,38.7,27
2023-06-16,26.2,7
2023-06-16,37.5,21
2023-06-17,22.6,0
2023-06-17,35.1,23
2023-06-17,38.9,21
2023-06-17,32.6,16
2023-06-17,34.1,18
2023-06-17,23.8,7
2023-06-17,35.6,18
2023-06-17,25.6,10
2023-06-17,23.1,1
2023-06-17,21.7,8
2023-06-18,26.1,3
2023-06-18,30.4,19
2023-06-18,31.1,11
2023-06-18,26.4,11
2023-06-18,30.1,8
2023-06-18,27.5,10
2023-06-18,29.5,17
2023-06-18,30.3,7
2023-06-18,24.7,19
2023-06-18,30.6,18
2023-06-19,34.2,24
2023-06-19,22.8,13
2023-06-19,24.0,7
2023-06-19,35.8,19
2023-06-19,38.4,31
2023-06-19,23.5,13
2023-06-19,20.3,2
2023-06-19,31.0,12
2023-06-19,32.9,18
2023-06-19,22.1,10
2023-06-20,37.5,21
2023-06-20,30.7,15
2023-06-20,25.2,9
2023-06-20,20.7,7
2023-06-20,39.0,21
2023-06-20,31.2,20
2023-06-20,36.0,26
2023-06-20,33.9,20
2023-06-20,25.6,14
2023-06-20,34.0,12
2023-06-21,25.0,9
2023-06-21,33.4,23
2023-06-21,37.6,13
2023-06-21,31.6,15
2023-06-21,21.1,0
2023-06-21,31.0,11
2023-06-21,27.4,14
2023-06-21,24.7,14
2023-06-21,36.2,23
2023-06-21,27.4,16
2023-06-22,31.3,15
2023-06-22,22.6,9
2023-06-22,22.4,7
2023-06-22,35.7,16
2023-06-22,37.9,27
2023-06-22,21.5,0
2023-06-22,33.5,21
2023-06-22,36.7,13
2023-06-22,31.8,10
2023-06-22,37.0,25
2023-06-23,30.2,13
2023-06-23,21.2,6
2023-06-23,37.1,31
2023-06-23,23.7,7
2023-06-23,32.9,25
2023-06-23,23.2,16
2023-06-23,21.1,1
2023-06-23,21.9,0
2023-06-23,34.0,18
2023-06-23,23.7,16
2023-06-24,39.3,31
2023-06-24,39.3,8
2023-06-24,20.2,1
2023-06-24,23.9,18
2023-06-24,36.5,26
2023-06-24,21.6,0
2023-06-24,26.4,7
2023-06-24,30.0,19
2023-06-24,33.1,18
2023-06-24,30.0,22
2023-06-25,21.6,0
2023-06-25,31.0,15
2023-06-25,38.6,23
2023-06-25,39.4,26
2023-06-25,27.8,13
2023-06-25,29.2,15
2023-06-25,29.6,17
2023-06-25,23.1,5
2023-06-25,35.7,25
2023-06-25,24.9,9
2023-06-26,35.1,23
2023-06-26,37.2,28
2023-06-26,33.4,14
2023-06-26,26.4,20
2023-06-26,35.2,25
2023-06-26,32.2,16
2023-06-26,33.3,25
2023-06-26,36.3,26
2023-06-26,38.1,15
2023-06-26,32.0,8
2023-06-27,29.7,20
2023-06-27,36.1,23
2023-06-27,31.0,20
2023-06-27,38.1,31
2023-06-27,31.4,23
2023-06-27,31.4,16
2023-06-27,33.1,22
2023-06-27,26.2,11
2023-06-27,33.4,20
2023-06-27,23.4,13
2023-06-28,20.6,11
2023-06-28,20.7,1
2023-06-28,27.6,24
2023-06-28,22.5,5
2023-06-28,39.2,23
2023-06-28,25.4,20
2023-06-28,35.2,21
2023-06-28,28.7,16
2023-06-28,26.7,16
2023-06-28,31.4,24
2023-06-29,23.0,2
2023-06-29,28.9,17
2023-06-29,27.3,11
2023-06-29,27.4,8
2023-06-29,39.4,31
2023-06-29,21.7,7
2023-06-29,35.6,20
2023-06-29,36.2,23
2023-06-29,29.8,19
2023-06-29,28.5,7
2023-06-30,29.7,5
2023-06-30,36.4,20
2023-06-30,25.6,1
2023-06-30,36.9,16
2023-06-30,22.8,10
2023-06-30,33.6,12
2023-06-30,22.2,1
2023-06-30,39.0,24
2023-06-30,29.5,15
2023-06-30,27.3,19
2023-07-01,25.5,7
2023-07-01,29.4,11
2023-07-01,34.9,18
2023-07-01,27.5,9
2023-07-01,24.6,4
2023-07-01,32.4,19
2023-07-01,20.2,7
2023-07-01,37.0,15
2023-07-01,37.1,18
2023-07-01,33.5,29
2023-07-02,28.2,6
2023-07-02,29.4,7
2023-07-02,39.6,19
2023-07-02,23.8,8
2023-07-02,21.4,13
2023-07-02,26.2,12
2023-07-02,35.1,18
2023-07-02,21.9,0
2023-07-02,24.5,6
2023-07-02,32.8,15
2023-07-03,38.6,21
2023-07-03,31.1,12
2023-07-03,39.2,35
2023-07-03,26.4,4
2023-07-03,35.0,29
2023-07-03,37.0,20
2023-07-03,33.0,21
2023-07-03,37.5,10
2023-07-03,21.3,0
2023-07-03,33.0,16
2023-07-04,21.0,9
2023-07-04,29.3,12
2023-07-04,37.8,19
2023-07-04,22.1,7
2023-07-04,25.5,7
2023-07-04,28.2,13
2023-07-04,29.7,9
2023-07-04,20.5,4
2023-07-04,20.9,8
2023-07-04,28.9,18
2023-07-05,39.5,31
2023-07-05,34.6,21
2023-07-05,30.5,10
2023-07-05,37.2,26
2023-07-05,39.2,24
2023-07-05,23.4,10
2023-07-05,23.2,9
2023-07-05,23.4,8
2023-07-05,20.5,4
2023-07-05,31.3,23
2023-07-06,36.8,28
2023-07-06,29.6,15
2023-07-06,30.9,21
2023-07-06,22.9,3
2023-07-06,30.9,6
2023-07-06,22.1,15
2023-07-06,26.7,15
2023-07-06,29.5,21
2023-07-06,28.8,10
2023-07-06,37.6,20
2023-07-07,31.8,21
2023-07-07,25.0,12
2023-07-07,35.7,16
2023-07-07,21.1,6
2023-07-07,39.5,27
2023-07-07,25.3,15
2023-07-07,33.8,24
2023-07-07,33.3,26
2023-07-07,23.9,14
2023-07-07,23.1,5
2023-07-08,37.6,27
2023-07-08,37.9,24
2023-07-08,31.6,15
2023-07-08,38.7,26
2023-07-08,33.7,8
2023-07-08,23.8,11
2023-07-08,29.8,21
2023-07-08,21.5,8
2023-07-08,35.7,24
2023-07-08,30.8,2
2023-07-09,39.5,22
2023-07-09,24.0,15
2023-07-09,21.4,1
2023-07-09,29.8,16
2023-07-09,21.3,13
2023-07-09,26.2,10
2023-07-09,36.0,18
2023-07-09,21.4,11
2023-07-09,22.1,2
2023-07-09,22.5,12
2023-07-10,38.2,26
2023-07-10,28.8,18
2023-07-10,29.3,18
2023-07-10,37.4,10
2023-07-10,37.0,7
2023-07-10,25.9,10
2023-07-10,24.9,4
2023-07-10,35.3,14
2023-07-10,25.8,16
2023-07-10,31.3,21
2023-07-11,32.5,16
2023-07-11,33.7,31
2023-07-11,25.4,12
2023-07-11,21.7,0
2023-07-11,34.0,18
2023-07-11,39.2,16
2023-07-11,32.4,21
2023-07-11,24.9,4
2023-07-11,26.5,17
2023-07-11,33.9,12
2023-07-12,20.4,5
2023-07-12,31.3,21
2023-07-12,26.9,10
2023-07-12,39.9,32
2023-07-12,23.6,0
2023-07-12,39.9,29
2023-07-12,26.5,12
2023-07-12,27.9,12
2023-07-12,39.0,27
2023-07-12,21.3,6
2023-07-13,26.2,9
2023-07-13,32.4,17
2023-07-13,22.6,15
2023-07-13,26.0,10
2023-07-13,30.3,12
2023-07-13,26.2,11
2023-07-13,26.1,5
2023-07-13,21.9,13
2023-07-13,39.1,19
2023-07-13,39.9,27
2023-07-14,36.4,17
2023-07-14,37.9,22
2023-07-14,35.2,14
2023-07-14,32.9,18
2023-07-14,40.0,35
2023-07-14,29.7,6
2023-07-14,28.8,19
2023-07-14,27.5,8
2023-07-14,20.9,2
2023-07-14,36.3,11
2023-07-15,24.5,11
2023-07-15,25.9,13
2023-07-15,20.3,6
2023-07-15,38.5,18
2023-07-15,26.6,9
2023-07-15,30.3,15
2023-07-15,34.9,15
2023-07-15,26.3,11
2023-07-15,34.5,10
2023-07-15,25.9,7
2023-07-16,35.5,20
2023-07-16,34.7,24
2023-07-16,34.5,18
2023-07-16,39.6,19
2023-07-16,35.3,14
2023-07-16,38.2,22
2023-07-16,29.0,13
2023-07-16,34.2,24
2023-07-16,35.9,16
2023-07-16,35.3,18
2023-07-17,38.6,23
2023-07-17,20.4,0
2023-07-17,23.2,7
2023-07-17,26.4,11
2023-07-17,21.1,4
2023-07-17,20.6,12
2023-07-17,39.1,25
2023-07-17,20.9,3
2023-07-17,23.7,12
2023-07-17,33.7,12
2023-07-18,34.6,11
2023-07-18,28.5,20
2023-07-18,35.1,18
2023-07-18,31.5,18
2023-07-18,37.7,23
2023-07-18,27.1,10
2023-07-18,33.3,8
2023-07-18,24.3,13
2023-07-18,25.1,6
2023-07-18,25.9,13
2023-07-19,31.3,21
2023-07-19,37.5,21
2023-07-19,27.1,15
2023-07-19,38.3,20
2023-07-19,32.9,19
2023-07-19,27.1,13
2023-07-19,39.3,22
2023-07-19,26.0,8
2023-07-19,38.9,23
2023-07-19,31.4,19
2023-07-20,36.4,15
2023-07-20,39.3,19
2023-07-20,39.7,22
2023-07-20,39.6,22
2023-07-20,26.1,15
2023-07-20,39.8,26
2023-07-20,22.3,5
2023-07-20,32.8,6
2023-07-20,23.6,1
2023-07-20,25.3,9
2023-07-21,29.1,22
2023-07-21,29.0,8
2023-07-21,24.1,5
2023-07-21,21.7,10
2023-07-21,21.3,7
2023-07-21,39.2,18
2023-07-21,24.1,16
2023-07-21,26.3,9
2023-07-21,23.4,9
2023-07-21,33.3,15
2023-07-22,29.4,22
2023-07-22,35.2,23
2023-07-22,21.4,5
2023-07-22,28.6,13
2023-07-22,33.2,19
2023-07-22,36.8,19
2023-07-22,21.1,0
2023-07-22,35.7,23
2023-07-22,21.4,13
2023-07-22,20.3,3
2023-07-23,33.3,20
2023-07-23,21.1,4
2023-07-23,26.3,1
2023-07-23,37.0,19
2023-07-23,20.2,0
2023-07-23,39.9,23
2023-07-23,25.8,16
2023-07-23,31.8,18
2023-07-23,23.7,8
2023-07-23,28.6,11
2023-07-24,33.7,18
2023-07-24,26.3,10
2023-07-24,20.9,0
2023-07-24,34.4,19
2023-07-24,31.2,12
2023-07-24,37.4,21
2023-07-24,23.6,14
2023-07-24,25.1,3
2023-07-24,23.4,9
2023-07-24,21.7,7
2023-07-25,24.1,6
2023-07-25,36.0,24
2023-07-25,26.6,10
2023-07-25,22.7,5
2023-07-25,21.8,18
2023-07-25,36.7,13
2023-07-25,22.9,9
2023-07-25,23.9,11
2023-07-25,37.3,24
2023-07-25,30.3,8
2023-07-26,34.2,25
2023-07-26,23.1,10
2023-07-26,35.1,24
2023-07-26,21.5,2
2023-07-26,31.9,20
2023-07-26,22.3,10
2023-07-26,26.2,0
2023-07-26,34.6,16
2023-07-26,24.9,6
2023-07-26,31.7,9
2023-07-27,23.6,7
2023-07-27,29.6,14
2023-07-27,36.8,25
2023-07-27,26.6,12
2023-07-27,38.8,28
2023-07-27,21.2,1
2023-07-27,36.8,33
2023-07-27,22.5,5
2023-07-27,31.3,12
2023-07-27,27.2,12
2023-07-28,29.0,15
2023-07-28,35.4,23
2023-07-28,37.9,23
2023-07-28,21.0,0
2023-07-28,30.2,20
2023-07-28,25.4,8
2023-07-28,33.6,19
2023-07-28,37.5,21
2023-07-28,32.3,16
2023-07-28,23.5,15
2023-07-29,38.8,28
2023-07-29,25.7,23
2023-07-29,32.5,18
2023-07-29,22.0,4
2023-07-29,24.2,5
2023-07-29,33.2,15
2023-07-29,28.5,14
2023-07-29,38.2,20
2023-07-29,33.2,27
2023-07-29,32.6,4
2023-07-30,22.3,3
2023-07-30,22.1,15
2023-07-30,21.6,0
2023-07-30,25.8,9
2023-07-30,28.5,14
2023-07-30,25.0,12
2023-07-30,38.3,26
2023-07-30,26.8,10
2023-07-30,31.8,12
2023-07-30,30.7,17
2023-07-31,23.9,8
2023-07-31,29.9,11
2023-07-31,20.8,3
2023-07-31,34.8,22
2023-07-31,27.3,18
2023-07-31,34.2,13
2023-07-31,27.3,13
2023-07-31,33.2,17
2023-07-31,34.5,14
2023-07-31,34.7,21
2023-08-01,38.7,18
2023-08-01,23.2,6
2023-08-01,26.8,8
2023-08-01,33.6,14
2023-08-01,26.1,12
2023-08-01,21.6,0
2023-08-01,27.4,5
2023-08-01,20.3,11
2023-08-01,30.5,17
2023-08-01,22.3,7
2023-08-02,23.9,0
2023-08-02,32.5,15
2023-08-02,30.7,14
2023-08-02,26.7,16
2023-08-02,27.8,10
2023-08-02,23.6,18
2023-08-02,27.5,10
2023-08-02,32.1,12
2023-08-02,33.2,26
2023-08-02,27.4,14
2023-08-03,36.4,23
2023-08-03,38.8,25
2023-08-03,22.1,0
2023-08-03,36.3,14
2023-08-03,23.3,5
2023-08-03,25.9,1
2023-08-03,33.7,20
2023-08-03,32.6,23
2023-08-03,29.2,13
